MUNIC_RES	DIAG_PRINC	QTD
354390	A90	1
354390	A91	1
354390	B459	1
354390	B690	2
354420	A90	11
354425	A90	2
354450	A90	2
354470	A90	2
354470	B550	1
354470	B559	1
354480	B410	1
354490	A305	1
354490	A90	1
354490	B418	1
354510	A90	2
354510	B559	1
354520	A279	2
354520	A90	2
354530	B419	1
354530	B770	1
354540	A309	1
354560	A309	1
354560	A90	2
354570	A90	2
354580	A90	29
354580	B419	1
354610	A90	1
354625	A90	1
354640	A309	1
354640	B409	1
354650	A90	2
354650	B551	1
354660	A308	1
354660	A90	46
354660	A91	1
354660	B550	2
354660	B559	3
354660	B572	1
354680	A278	1
354680	A279	6
354680	A308	1
354680	A309	1
354680	A90	2
354680	A91	2
354680	B380	1
354680	B419	1
354690	A309	3
354730	A90	3
354730	B550	1
354730	B571	1
354730	B690	1
354740	A90	1
354750	A90	4
354750	B419	1
354750	B49	1
354760	A300	1
354760	A90	4
354760	A91	1
354760	B418	1
354760	B551	2
354770	A90	3
354780	A278	1
354780	A279	12
354780	A305	1
354780	A90	6
354780	B370	2
354780	B379	1
354780	B451	1
354780	B459	1
354780	B488	1
354780	B49	1
354780	B551	1
354780	B571	1
354780	B572	2
354780	B658	1
354780	B80	1
354780	B839	5
354790	A304	1
354790	A90	2
354800	B570	1
354805	A90	3
354810	B690	1
354850	A279	11
354850	A300	1
354850	A309	1
354850	A90	512
354850	A91	65
354850	B353	1
354850	B378	1
354850	B399	1
354850	B658	1
354850	B659	1
354850	B769	1
354850	B830	1
354850	B838	2
354850	B839	1
354870	A270	4
354870	A278	2
354870	A279	12
354870	A300	1
354870	A90	7
354870	A91	5
354870	B379	1
354870	B451	7
354870	B488	1
354870	B550	1
354870	B551	1
354870	B552	3
354870	B573	4
354870	B690	1
354870	B779	2
354880	A279	5
354880	A309	1
354880	A90	7
354880	B370	1
354880	B378	1
354880	B451	2
354880	B551	1
354880	B690	1
354890	A90	5
354890	B402	1
354890	B449	1
354900	A308	1
354900	A90	2
354910	A90	2
354910	B379	1
354910	B417	4
354925	B699	1
354940	A90	9
354940	B690	1
354970	A90	3
354970	B410	1
354980	A303	1
354980	A305	1
354980	A309	3
354980	A90	318
354980	A91	12
354980	B359	1
354980	B369	1
354980	B393	1
354980	B418	1
354980	B450	1
354980	B451	1
354980	B488	1
354980	B49	7
354980	B552	1
354980	B573	1
354990	A279	5
354990	A309	2
354990	A90	34
354990	B49	1
354990	B559	1
354990	B690	2
354990	B770	1
354990	B838	1
355010	B370	1
355010	B400	1
355010	B408	1
355010	B459	1
355030	A270	18
355030	A278	38
355030	A279	207
355030	A300	6
355030	A303	1
355030	A305	3
355030	A308	4
355030	A309	29
355030	A90	277
355030	A91	44
355030	B350	2
355030	B351	1
355030	B353	2
355030	B354	2
355030	B358	2
355030	B359	7
355030	B360	2
355030	B368	6
355030	B369	5
355030	B370	23
355030	B373	2
355030	B377	2
355030	B378	11
355030	B379	9
355030	B381	1
355030	B382	1
355030	B388	1
355030	B389	1
355030	B393	1
355030	B399	2
355030	B400	1
355030	B409	1
355030	B410	4
355030	B417	1
355030	B418	1
355030	B419	3
355030	B429	2
355030	B430	1
355030	B439	1
355030	B440	1
355030	B441	2
355030	B449	1
355030	B450	2
355030	B451	11
355030	B459	2
355030	B460	1
355030	B469	1
355030	B471	1
355030	B479	1
355030	B487	2
355030	B488	10
355030	B49	14
355030	B550	11
355030	B551	14
355030	B552	7
355030	B559	9
355030	B560	1
355030	B570	2
355030	B572	19
355030	B573	11
355030	B575	2
355030	B650	1
355030	B651	4
355030	B658	3
355030	B659	17
355030	B690	30
355030	B698	1
355030	B770	6
355030	B778	2
355030	B779	9
355030	B820	1
355030	B829	1
355030	B830	1
355030	B838	2
355030	B92	2
355060	A279	2
355060	B551	1
355060	B830	1
355070	A300	2
355070	A90	14
355070	A91	1
355070	B573	1
355070	B92	10
355080	B690	1
355090	A90	15
355100	A278	1
355100	A279	20
355100	A309	1
355100	A90	530
355100	A91	57
355100	B650	1
355100	B779	1
355100	B829	1
355100	B839	3
355110	A308	1
355140	B370	1
355140	B829	1
355150	A90	59
355150	B572	1
355170	A279	1
355170	A308	1
355170	A309	1
355170	A90	3
355170	B417	1
355170	B659	1
355180	B559	1
355190	A308	1
355190	A90	2
355190	B451	1
355210	A279	1
355210	A90	2
355210	B49	1
355210	B559	1
355210	B573	1
355220	A279	5
355220	A308	2
355220	A309	1
355220	A90	6
355220	A91	1
355220	B359	1
355220	B387	1
355220	B400	1
355220	B418	1
355220	B552	4
355220	B690	2
355220	B699	1
355220	B779	1
355220	B839	3
355220	B92	1
355230	A90	5
355240	A279	1
355240	A305	2
355240	A309	2
355240	A90	21
355240	A91	1
355240	B370	1
355240	B373	1
355240	B387	1
355240	B402	1
355240	B450	1
355240	B550	1
355250	A279	5
355250	B419	2
355250	B659	1
355270	A309	1
355270	A90	31
355280	A279	3
355280	A90	7
355280	A91	1
355280	B551	1
355280	B552	1
355280	B573	1
355280	B659	1
355290	A90	3
355300	A90	1
355330	A90	4
355340	A309	3
355340	A90	37
355350	A279	1
355360	A90	2
355360	B690	1
355370	A90	25
355380	A90	2
355380	B440	1
355390	A90	1
355400	B350	1
355400	B573	1
355410	A279	1
355410	A309	1
355410	A90	12
355410	A91	1
355420	B409	1
355420	B690	1
355430	A90	5
355440	A90	14
355440	B573	1
355450	A90	1
355450	B441	1
355450	B559	1
355490	A90	3
355490	B571	1
355500	A309	2
355500	A90	86
355500	B369	1
355500	B373	1
355500	B551	1
355510	A90	1
355510	B550	3
355510	B551	1
355535	A90	7
355540	A90	4
355540	A91	1
355580	A90	7
355580	B570	1
355600	A90	3
355610	A90	4
355620	A90	1
355620	B571	2
355630	A90	37
355630	B419	1
355640	A90	2
355640	B441	1
355640	B470	1
355645	A279	1
355645	B551	1
355650	A300	7
355650	A309	1
355650	A90	3
355650	B352	1
355650	B371	17
355650	B383	9
355650	B441	3
355650	B470	1
355650	B573	1
355650	B699	1
355660	B690	1
355670	A279	2
355670	A90	1
355670	B373	1
355670	B417	1
355680	A90	1
355680	B354	1
355690	A309	11
355690	A90	9
355700	A90	1
355710	A309	3
355710	A90	19
355715	A90	1
355730	A309	2
355730	B402	1
410970	B439	1
411150	A90	1
411370	B550	1
412410	B575	1
412660	B459	1
420670	A309	1
430510	A309	4
500100	A309	1
500190	A90	2
500240	A90	1
500260	A309	1
500570	A309	1
500755	A90	1
500830	A90	1
500830	B559	1
510180	A90	1
510320	B439	1
510637	A90	1
510760	A309	1
510795	A90	1
280010	B658	1
280020	A90	1
280030	A278	1
280030	A279	19
280030	A90	57
280030	A91	3
280030	B380	1
280030	B550	41
280030	B651	1
280030	B659	1
280030	B690	1
280040	A279	1
280040	B658	1
280050	A91	1
280060	A279	3
280060	A90	1
280060	B550	1
280067	B550	2
280070	A90	1
280100	A90	1
280120	A300	1
280120	A90	1
280130	A90	15
280140	A90	2
280160	B550	1
280170	A90	1
280200	A90	11
280210	A90	5
280210	B550	6
280210	B559	2
280210	B658	2
280210	B839	1
280250	A90	1
280280	B550	1
280280	B658	1
280290	A279	1
280290	A90	7
280290	A91	1
280290	B550	1
280300	B658	1
280320	A279	1
280320	A90	1
280320	A91	1
280320	B550	5
280320	B551	1
280330	A90	1
280340	A90	5
280350	A279	1
280350	A90	12
280350	A91	1
280350	B382	1
280360	A279	1
280360	A90	5
280360	B550	1
280380	A90	1
280380	B551	1
280390	A90	7
280390	A91	1
280400	A279	1
280400	A90	1
280410	A90	1
280420	A91	1
280430	A90	2
280440	A279	1
280440	A90	3
280440	B550	1
280450	B488	1
280450	B550	1
280460	A90	2
280460	B573	1
280480	A279	8
280480	A300	1
280480	A309	1
280480	A90	7
280480	B550	3
280480	B559	1
280490	B550	2
280490	B570	1
280520	A90	2
280530	A279	1
280540	A279	1
280540	B550	1
280560	A90	1
280560	B550	1
280580	B550	1
280590	A279	3
280590	A90	51
280600	A91	1
280620	A279	2
280650	A90	1
280660	B470	1
280670	A270	1
280670	A279	2
280670	A90	2
280670	B550	6
280690	A90	1
280710	A90	1
280720	A90	1
280720	B550	2
280740	B550	1
280740	B651	1
280760	A90	1
280760	B839	1
290035	A90	1
290035	B550	1
290920	A91	1
290920	B470	1
292380	A279	1
292380	A90	1
292400	A91	1
292420	A90	1
292500	B551	1
292700	B550	1
292760	B550	1
293190	A90	1
150175	B410	1
150270	A90	1
150270	B550	9
150295	A309	2
150304	A90	1
150370	B400	1
150420	B410	1
150506	B410	1
150543	B402	1
150543	B550	1
150553	A90	1
150563	B410	1
150670	B410	1
150730	B410	1
150750	B779	1
150808	B410	1
150840	B400	1
150840	B410	1
170025	B550	2
170030	A309	2
170030	B550	2
170035	A90	1
170040	A309	1
170040	A90	4
170040	A91	2
170070	A309	1
170100	A90	49
170100	B389	1
170110	A309	1
170130	A90	1
170130	B550	1
170190	A90	2
170190	B410	1
170190	B550	1
170200	A90	147
170210	A309	19
170210	A90	28
170210	A91	3
170210	B360	1
170210	B400	1
170210	B410	5
170210	B419	1
170210	B550	69
170210	B551	3
170210	B552	2
170210	B559	1
170210	B571	2
170210	B769	1
170210	B770	2
170210	B779	1
170210	B818	1
170215	A309	1
170220	A309	1
170220	A90	6
170220	B419	1
170220	B550	8
170220	B559	2
170220	B779	1
170230	A309	1
170230	A90	99
170230	A91	40
170240	A90	135
170240	A91	1
170255	A309	3
170255	A90	20
170255	A91	1
170255	B370	1
170255	B550	2
170255	B779	4
170270	A90	1
170290	A309	1
170290	A90	4
170290	B370	2
170290	B550	4
170300	B410	1
170307	A309	1
170307	A90	1
170307	B552	1
170320	B49	1
170320	B559	1
170330	A90	14
170360	A90	2
170370	A90	1
170380	A309	2
170380	A90	4
170380	B550	1
170380	B829	1
170382	A90	1
170384	A90	2
170388	B551	1
170389	A90	1
170389	B370	1
170389	B779	1
170389	B839	1
170390	A90	2
170390	A91	1
170390	B559	1
170410	A90	4
170460	A90	1
170460	B550	1
170550	A309	3
170550	A90	69
170550	A91	2
170550	B550	4
170550	B559	2
170550	B572	1
170550	B573	1
170550	B829	1
170550	B92	1
170555	A90	18
170560	A90	1
170560	B550	2
170600	A309	4
170600	A90	1
170600	B552	1
170610	A309	1
170610	A90	8
170700	A309	1
170700	A90	39
170700	B487	1
170700	B550	1
170710	A90	7
170720	A90	3
170720	B551	1
170730	A300	2
170730	A90	7
170730	B839	1
170740	A309	1
170740	A90	2
170740	B550	1
170740	B779	1
170740	B829	1
170755	A90	2
170755	B550	3
170765	A309	1
170765	A90	11
170765	B460	1
170770	B550	1
170770	B551	2
170820	A90	23
170820	A91	1
170830	A309	1
170830	A90	1
170900	A309	1
170900	A90	1
170900	B550	1
170930	A300	1
170930	A308	1
170930	A309	1
170930	A90	1
170930	B410	1
170930	B419	1
170930	B550	3
170950	A309	3
170950	A90	5
170950	B390	1
170950	B550	4
170950	B551	1
170950	B559	1
170950	B779	2
170980	A90	1
171050	B551	2
171070	A90	13
171090	A90	2
171180	A90	1
171180	B410	1
171180	B550	3
171180	B559	1
171200	A309	3
171200	A90	2
171200	B559	1
171270	A309	3
171280	A90	2
171320	A309	2
171320	A90	33
171320	B550	1
171320	B551	1
171330	A90	30
171330	B550	1
171360	A90	3
171360	B550	5
171370	A305	1
171370	A90	3
171380	B550	1
171395	A90	1
171395	B410	1
171420	A309	1
171420	A90	3
171420	B550	2
171488	A309	1
171488	B550	9
171500	A90	1
171510	A90	2
171510	A91	1
171510	B550	1
171515	A90	5
171525	A309	1
171525	A90	3
171550	A90	1
171570	A90	1
171575	A90	18
171610	A309	2
171610	A90	35
171610	A91	2
171610	B409	1
171610	B550	12
171610	B551	1
171610	B552	1
171610	B559	7
171620	A90	5
171630	A90	8
171650	A90	70
171650	B550	1
171660	A90	14
171660	B550	1
171665	A90	1
171665	B550	2
171670	A309	2
171670	A90	5
171670	B418	1
171670	B488	1
171670	B49	1
171670	B550	7
171670	B559	1
171700	B550	1
171720	B400	1
171720	B550	1
171750	A309	1
171750	A90	34
171780	A90	2
171790	A90	2
171800	A90	10
171800	B487	1
171820	A300	1
171820	A301	3
171820	A309	1
171820	A90	73
171820	A91	2
171820	B550	32
171820	B551	2
171830	A309	1
171830	A90	7
171830	B370	1
171830	B550	1
171840	B550	1
171850	A90	2
171850	B550	2
171855	A308	1
171855	B552	1
171865	A90	3
171870	A309	1
171880	A309	2
171880	A90	6
171880	B370	1
171884	A309	1
171884	A90	32
171886	A309	1
171888	A90	2
171890	A90	4
171900	A90	2
172010	A309	1
172010	A90	1
172020	A90	3
172049	A305	1
172065	A90	13
172065	B49	1
172065	B550	1
172080	A90	1
172080	B550	1
172080	B559	1
172090	A90	6
172090	B550	1
172090	B559	1
172093	A91	1
172100	A304	1
172100	A305	1
172100	A308	1
172100	A309	8
172100	A90	40
172100	A91	7
172100	B370	4
172100	B550	30
172100	B551	2
172100	B559	4
172100	B575	1
172110	A309	1
172110	A90	3
172120	A90	2
172120	B400	1
172120	B550	9
172120	B559	1
172125	A90	1
172208	B550	2
172210	A309	3
172210	A90	30
172210	B770	1
210280	B550	1
420540	A90	1
420840	A309	1
520870	B550	1
