MUNIC_RES	DIAG_PRINC	QTD
150140	B551	2
150140	B719	1
150140	B92	1
150145	A309	1
150145	A90	47
150145	A91	1
150145	B550	1
150145	B559	1
150150	A90	36
150150	A91	1
150150	B380	1
150150	B550	1
150157	A90	53
150160	A90	3
150160	B461	1
150170	A278	4
150170	A279	2
150170	A90	166
150170	A91	7
150170	B49	1
150172	A90	8
150172	B369	1
150175	A90	11
150178	A304	1
150178	A309	1
150178	B379	1
150178	B550	1
150178	B559	2
150180	A279	1
150180	A300	1
150180	A90	16
150180	A91	1
150180	B369	1
150180	B488	1
150180	B49	1
150180	B550	1
150180	B575	1
150190	A90	9
150190	B550	6
150190	B559	1
150195	A90	2
150200	A90	4
150200	B369	2
150200	B550	1
150210	A308	1
150210	A309	2
150210	A90	209
150210	A91	2
150210	B550	18
150210	B551	1
150210	B559	4
150215	A90	15
150215	A91	1
150220	A90	62
150230	A90	3
150230	B350	1
150230	B358	1
150230	B368	1
150230	B369	3
150230	B550	1
150240	A90	72
150240	A91	10
150240	B368	1
150240	B550	1
150250	A90	2
150250	B550	1
150250	B559	1
150270	A309	2
150270	A90	63
150270	B360	1
150275	A90	3
150275	B550	2
150275	B551	2
150277	A90	15
150277	A91	2
150280	A90	2
150290	A278	2
150290	A90	57
150290	A91	16
150290	B358	1
150290	B368	1
150290	B550	1
150293	A308	2
150293	A90	16
150293	B350	1
150293	B368	2
150293	B369	2
150293	B450	1
150295	A90	2
150295	A91	1
150295	B464	1
150304	A308	1
150304	A309	1
150304	A90	26
150307	A90	1
150307	B559	1
150309	A90	10
150320	A309	1
150320	A90	5
150320	B550	1
150330	A90	11
150330	A91	1
150330	B49	1
150330	B550	14
150330	B559	1
150330	B571	2
150330	B829	1
150340	A90	25
150345	A90	5
150345	B369	6
150350	A279	1
150350	A90	2
150350	B368	1
150350	B49	1
150360	A279	1
150360	A303	1
150360	A308	1
150360	A90	177
150360	A91	1
150360	B559	1
150370	A90	71
150370	A91	5
150375	A90	1
150380	A279	1
150380	A309	1
150380	A90	102
150380	B92	1
150390	A90	44
150400	A90	5
150400	B451	1
150400	B550	1
150405	A90	4
150405	B351	1
150405	B375	1
150405	B550	2
150420	A309	1
150420	A90	10
150420	A91	1
150420	B370	2
150430	A279	1
150430	A90	11
150440	A308	3
150440	A90	40
150442	A279	6
150442	A90	127
150442	A91	6
150442	B400	1
150442	B550	2
150442	B779	1
150445	A90	9
150445	A91	1
150445	B451	1
150450	A90	2
150450	B369	1
150460	A90	4
150460	B550	8
150470	A279	1
150470	A90	44
150470	B375	1
150470	B441	1
150470	B451	1
150470	B49	1
150470	B550	5
150470	B559	10
150470	B571	1
150480	A90	24
150480	A91	2
150480	B369	1
150480	B379	1
150480	B559	1
150480	B779	1
150490	A309	1
150490	A90	1
150495	A90	1
150497	B370	1
150497	B559	1
150500	A90	2
150503	A309	1
150503	A90	91
150503	B379	1
150503	B459	1
150503	B559	1
150506	A90	21
150506	A91	1
150506	B459	1
150506	B488	1
150506	B49	2
150506	B550	1
150506	B551	1
150506	B559	1
150510	A308	1
150510	A309	2
150520	A279	1
150520	A90	11
150520	B550	3
150520	B559	1
150530	A278	1
150530	A279	1
150530	A309	1
150530	A829	1
150530	A90	17
150540	A300	1
150540	A90	1
150543	A309	1
150543	A90	41
150543	A91	3
150548	A90	65
150548	B353	1
150549	A90	45
150550	A309	1
150550	A90	12
150550	B550	2
150550	B92	1
150553	A300	1
150553	A303	1
150553	A305	1
150553	A309	5
150553	A90	43
150553	B441	1
150553	B451	1
150555	A90	18
150555	B359	1
150560	A90	4
150563	A90	36
150565	A309	2
150565	A90	106
150570	A90	1
150570	B451	3
150570	B550	1
150570	B779	2
150580	A309	3
150580	A90	49
150580	A91	1
150580	B350	1
150580	B354	1
150580	B488	1
150580	B550	1
150580	B571	1
150590	A90	3
150610	A90	3
150611	A90	5
150613	A309	10
150613	A90	89
150613	A91	4
150613	B358	1
150613	B402	1
150613	B419	1
150613	B441	1
150613	B573	1
150613	B92	1
150616	A309	3
150616	A90	179
150616	A91	1
150618	A90	47
150619	A309	2
150619	A90	5
150620	A90	100
150620	A91	5
150620	B369	1
150630	B420	1
150650	A278	1
150650	A90	7
150650	A91	2
150650	B550	1
150655	A90	2
150658	B353	1
150658	B359	1
150658	B417	1
150660	A90	75
150660	A91	1
150670	A309	8
150670	A90	34
150670	A91	1
150670	B359	1
150670	B419	1
150670	B550	1
150670	B559	1
150680	A270	1
150680	A278	3
150680	A279	8
150680	A308	1
150680	A90	28
150680	A91	3
150680	B379	1
150680	B419	1
150680	B488	1
150680	B550	10
150680	B559	7
150690	A90	5
150690	A91	1
150715	A90	21
150715	A91	1
150720	A308	1
150720	A309	4
150720	A90	6
150720	B356	1
150720	B550	1
150730	A309	1
150730	A90	138
150730	B418	1
150730	B770	2
150730	B829	7
150740	A90	6
150740	A91	1
150740	B551	1
150745	A90	24
150747	A309	1
150747	A90	140
150750	A90	64
150760	A90	14
150760	B368	1
150760	B369	1
150760	B390	1
150760	B487	1
150760	B550	2
150760	B559	1
150760	B718	2
150760	B818	1
150760	B829	13
150760	B839	1
150770	A90	1
150770	B369	1
150770	B550	1
150775	A300	1
150775	A90	6
150775	B419	1
150775	B49	5
150780	A90	8
150790	A90	117
150790	B550	1
150795	A279	1
150795	A309	1
150795	A90	82
150795	A91	2
150795	B550	5
150795	B551	2
150795	B559	3
150795	B760	1
150795	B829	1
150796	A90	1
150796	A91	1
150800	A278	1
150800	A90	51
150800	B441	1
150800	B550	13
150803	A90	48
150808	A90	102
150808	A91	4
150808	B359	1
150808	B418	1
150810	A308	1
150810	A309	2
150810	A90	8
150810	B550	1
150810	B559	4
150812	A90	27
150812	B418	1
150815	A309	5
150815	A90	443
150815	A91	5
150815	B418	1
150820	A270	1
150820	A90	27
150820	B370	2
150830	A90	195
150830	B369	2
150830	B370	2
150830	B839	2
150835	A90	82
150840	A303	1
150840	A308	1
150840	A309	7
150840	A90	186
150840	A91	1
150840	B359	1
150840	B382	1
150840	B488	1
150840	B49	2
160010	A91	1
160020	A91	1
160027	A309	1
315700	A91	1
250010	A90	7
250010	A91	1
250030	A300	1
250030	A90	3
250040	B371	2
250050	A300	1
250050	A90	10
250050	A91	3
250053	A90	4
250057	A90	2
250057	B550	1
250060	A90	2
250060	B573	1
250070	A90	5
250070	A91	1
250073	A90	2
250073	B575	1
250077	B550	1
250080	A90	4
250080	B659	1
250100	A300	2
250100	A90	2
250100	A91	1
250110	A90	2
250110	B550	1
250110	B551	4
250110	B552	1
250110	B690	1
250120	B370	1
250130	A90	3
250130	B371	2
250130	B550	2
250135	B370	1
250135	B371	1
250135	B380	1
250150	A309	1
250150	A90	2
250153	A90	1
250157	A90	5
250160	A90	1
250160	B488	1
250180	A300	2
250180	A90	12
250180	A91	1
250180	B441	1
250190	A90	6
250190	B550	1
250190	B559	2
250200	A90	4
250205	A90	3
250210	A90	1
250215	A279	1
250220	A300	1
250220	A309	1
250220	A90	1
250230	A90	90
250230	A91	2
250240	A309	1
250240	A90	19
250250	A90	5
250250	B371	1
250260	A90	3
250260	A91	2
250280	A90	42
250280	A91	1
250290	A90	30
250300	A300	4
250300	A90	15
250310	A300	1
250310	B371	1
250310	B380	1
250320	A300	2
250320	A90	25
250320	A91	9
250330	A90	4
250340	A90	1
250355	A90	1
250370	A90	35
250370	A91	3
250370	B49	1
250370	B573	1
250390	A90	4
250400	A279	2
250400	A300	3
250400	A309	3
250400	A719	1
250400	A90	186
250400	A91	5
250400	B371	57
250400	B380	7
250400	B402	1
250400	B550	3
250400	B650	1
250430	A279	1
250430	A90	178
250430	A91	7
250430	B370	1
250430	B550	2
250430	B559	1
250435	A90	2
250440	A309	2
250440	A90	9
250450	A90	1
250460	A300	5
250460	A90	3
250460	B550	1
250470	A90	1
250480	A91	1
250490	A90	1
250500	A279	1
250500	A90	1
250510	A90	1
250520	A90	5
250535	A90	5
250535	B488	1
250540	A90	1
250560	A300	1
250570	A90	3
250580	A90	5
250590	A90	1
250600	B370	3
250600	B371	1
250610	A90	13
250610	B368	1
250610	B380	1
250610	B550	1
250620	A90	5
250625	A279	1
250625	A90	1
250630	A300	1
250630	A90	61
250630	A91	8
250640	A90	8
250650	B380	1
250670	A90	1
250680	A300	1
250680	A90	1
250680	B371	2
250680	B550	1
250680	B552	1
250690	A90	3
250700	A90	3
250700	A91	1
250700	B559	2
250720	A90	1
250720	B371	4
250720	B380	1
250730	A90	2
250730	B551	2
250740	A90	20
250750	A278	1
250750	A279	3
250750	A300	15
250750	A90	318
250750	A91	54
250750	B358	1
250750	B360	1
250750	B371	1
250750	B487	1
250750	B488	1
250750	B49	1
250750	B550	2
250750	B551	2
250750	B552	1
250750	B690	1
250750	B92	1
250760	B371	1
250790	A300	1
250790	A90	2
250790	B371	1
250800	A90	1
250820	A300	1
250820	B370	1
250830	A90	3
250830	B371	1
250830	B551	2
250840	A90	2
250850	A90	1
250860	A90	1
250870	A90	2
250890	B550	1
250900	A90	5
250900	B550	1
250905	B551	1
250910	A90	17
250920	A90	3
250930	A309	1
250933	B371	1
250937	A90	3
250970	A90	96
250980	A90	2
250980	B550	1
250990	A300	1
251000	A90	1
251010	A90	3
251020	A300	1
251020	A90	4
251030	A90	7
251040	B551	1
251060	A90	5
251065	B380	1
251080	A90	26
251080	A91	3
251080	B371	1
251090	A90	1
251100	A90	2
251110	A90	2
251110	B369	1
251110	B49	1
251120	A90	1
251130	A90	4
251140	A90	25
251140	B380	1
251150	A91	2
251160	A90	1
251160	B551	3
251160	B559	2
251170	A90	8
251170	A91	3
251180	A90	58
251190	A90	3
251190	A91	1
251200	A90	1
251200	B371	1
251203	A90	1
251207	A90	10
251210	A90	8
251210	B451	1
251210	B559	1
251230	A90	40
251230	A91	1
251240	A90	2
251240	B371	2
251250	A90	12
251250	A91	1
251250	B371	1
251250	B550	1
251270	A90	1
251270	B487	1
251272	A90	1
251274	A90	4
251275	A90	2
251280	A90	60
251290	A90	1
251290	B441	1
251290	B559	1
251310	A90	2
251315	A90	1
251320	B441	43
251330	A90	1
251340	A90	7
251360	A90	1
251365	A90	5
251370	A300	5
251370	A90	12
251370	A91	5
251370	B550	1
251370	B658	2
251380	A90	3
251390	A90	32
251390	A91	3
251390	B371	1
251392	A90	1
251400	A90	54
251410	A90	3
251440	A90	1
251440	A91	1
251450	A90	97
251450	B559	1
251455	A90	9
251490	A90	13
251510	A90	1
251520	A90	1
251530	A300	6
251530	A91	1
251540	B371	1
251550	A90	1
251550	B371	1
251560	A90	3
251570	A90	1
251570	A91	2
251580	A90	3
251580	B371	1
251590	B551	1
251590	B559	1
251593	A90	19
251593	A91	1
251600	A90	3
251610	A309	1
251610	B371	1
251620	A300	1
251620	A90	5
251620	A91	1
251620	B550	5
251620	B559	4
251630	A90	14
251650	A90	2
251660	A90	1
251670	A90	11
251670	A91	1
251680	A90	3
251690	A90	248
251690	A91	2
251700	B380	1
251700	B550	1
251720	A309	1
251740	A90	4
260765	A90	2
260765	A91	1
260765	B658	1
261410	A90	1
261570	A90	1
316370	A90	1
355250	A90	1
410010	B573	1
410010	B690	1
410030	B441	1
410040	A270	1
410040	A279	2
410040	A308	1
410040	B552	1
410040	B559	1
410050	B551	1
410060	A90	2
410080	B573	1
410100	A90	1
410100	B432	1
410110	A90	25
410115	A90	1
410115	B390	2
410120	A279	3
410130	B690	1
410140	A279	2
410140	A300	1
410140	A308	3
410140	A90	1
410140	B559	1
410140	B92	1
410150	A90	1
410150	B488	1
410150	B779	1
410160	B573	1
410165	A279	1
410180	A279	13
410180	A305	2
410180	A309	2
410180	A90	1
410180	B451	1
410190	A300	1
410190	A90	4
410190	B390	2
410190	B441	1
410200	A90	18
410210	A300	1
410210	A90	11
410220	A90	1
410220	B390	16
410230	B430	1
410240	A90	39
410270	A90	8
410280	A270	1
410280	A278	1
410280	A90	1
410300	A90	5
410310	A278	1
410335	B551	1
410345	A90	35
410350	A90	1
410360	A90	1
410370	A300	1
410370	A90	29
410370	B573	2
410390	A90	2
410400	A278	2
410400	A279	4
410405	A279	1
410405	A91	1
410420	A279	1
410420	A301	1
410420	A303	2
410420	A308	6
410425	A279	3
410425	B441	1
410430	A90	9
410450	A279	1
410450	B49	1
410460	B550	1
410480	A300	1
410480	A90	1
410480	A91	3
410480	B382	1
410480	B400	1
410480	B432	1
410480	B551	1
410480	B552	1
410480	B559	1
410480	B573	1
410480	B690	1
410490	A279	1
410490	B402	1
410490	B450	1
410490	B699	1
410490	B818	1
410490	B92	1
410500	A90	1
410500	B690	1
410510	A90	3
410520	B680	1
410530	A90	1
410540	A90	1
410550	A90	17
410550	B681	1
410580	A278	2
410580	A279	6
410580	A90	1
410580	B380	1
410580	B382	1
410580	B402	1
410580	B419	1
410580	B441	1
410580	B770	1
410590	A305	1
410590	A90	116
410590	A91	1
410590	B441	1
410600	A90	1
410640	A279	1
410640	A90	13
410660	A90	94
410660	A91	3
410670	A90	12
410670	A91	2
410690	A270	10
410690	A278	8
410690	A279	39
410690	A300	3
410690	A305	8
410690	A309	1
410690	A91	1
410690	B371	1
410690	B374	1
410690	B381	1
410690	B393	1
410690	B402	1
410690	B441	13
410690	B451	1
410690	B49	3
410690	B550	1
410690	B551	2
410690	B552	1
410690	B559	1
410690	B572	1
410690	B690	2
410690	B787	1
410720	A90	1
410725	A90	1
410730	A90	3
410730	B390	20
410730	B838	1
410750	A90	7
410755	A90	1
410765	A278	1
410765	A279	1
410765	A309	1
410765	A829	1
410765	B371	2
410765	B402	3
410765	B699	1
410780	A90	1
410780	B380	1
410790	A90	18
410790	A91	1
410790	B390	27
410800	A90	2
410820	A90	3
410830	A308	1
410830	A90	135
410830	B380	1
410830	B382	1
410830	B441	1
410830	B779	2
410840	A90	8
410840	B401	1
410840	B408	1
410840	B441	1
410860	A90	78
410860	A91	1
410880	A90	1
410895	B380	3
410900	B382	1
410930	A278	1
410940	A90	1
410940	B559	1
410960	A278	1
410980	A300	1
410980	A90	25
410980	A91	1
411010	A300	1
411010	A308	1
411010	B441	3
411030	A309	1
411030	A90	4
411030	B382	1
411030	B392	4
411030	B441	1
411040	A90	1
411050	B779	1
411060	A90	5
411060	A91	2
411065	A90	1
411070	A300	1
411090	A90	2
411090	B390	14
411110	A90	9
411125	A279	1
411150	B441	1
411150	B573	1
411155	A90	1
411160	A90	56
411180	A90	3
411180	A91	1
411180	B570	1
411180	B575	1
411190	A90	1
411190	A91	2
411190	B92	1
411220	A90	1
411240	A90	3
411260	A90	2
411270	A90	3
411275	A90	15
411290	A300	1
411295	A90	2
411320	B402	1
411330	A278	1
411330	A279	1
411330	A90	2
411330	B375	1
411330	B380	1
411330	B402	2
411330	B441	4
411330	B470	1
411330	B479	1
411340	A90	1
411345	A90	3
411360	A90	1
411360	A91	1
411370	A278	4
411370	A279	3
411370	A302	1
411370	A308	1
411370	A820	1
411370	A90	100
411370	A91	13
411370	B420	1
411370	B573	10
411370	B575	1
411375	B400	1
411375	B441	14
411380	A90	1
411400	B381	1
411420	A90	12
411460	A90	17
411460	A91	3
411480	A90	56
411480	B399	1
411480	B573	1
411520	A305	1
411520	A309	1
411520	A90	245
411520	A91	3
411520	B370	1
411520	B418	1
411520	B441	1
411520	B551	1
411520	B552	1
411560	A90	4
411570	A305	1
411570	B839	1
411573	B441	1
411575	B402	1
411580	A90	117
411580	A91	19
411580	B450	1
411585	A90	2
411590	A90	1
411605	A90	4
411610	A90	9
411620	A90	1
411620	B830	1
411630	A90	3
411630	B390	15
411670	A309	1
411670	A90	3
411680	A90	1
411690	A90	24
411690	B368	1
411700	A90	6
411705	B371	1
411705	B441	1
411720	A820	1
411720	A90	3
411720	B551	1
411721	B390	1
411722	B400	4
411725	A90	1
411727	A309	1
411730	A90	1
411740	A90	1
411740	B390	16
411745	A90	1
411750	A90	37
411770	A300	1
411770	B378	1
411790	A90	2
411800	A90	1
411810	A90	15
411810	B390	5
411820	A270	1
411820	A279	3
411820	A305	2
411820	A309	2
411820	A90	1
411820	B779	1
411820	B818	1
411820	B839	4
411830	A309	2
411830	B390	1
411840	A90	10
411840	A91	6
411840	B409	1
411850	A308	1
411850	B441	1
411880	A90	1
411885	A90	1
411890	A90	2
411915	A278	1
411915	A279	5
411915	A305	4
411915	B401	1
411915	B402	1
411915	B420	1
411915	B441	1
411920	A300	1
411950	A278	1
411950	A279	2
411950	A305	14
411950	B371	1
411950	B402	1
411950	B439	2
411950	B779	1
411960	A300	1
411970	A90	11
411990	A278	1
411990	A304	1
411990	A305	4
411990	A308	2
411990	B350	1
411990	B371	2
411990	B380	1
411990	B441	2
411990	B92	1
412000	A90	8
412000	B368	1
412010	B441	1
412015	B402	3
412020	A90	3
412030	B650	1
412035	A90	1
412040	A90	6
412050	A820	1
412050	A90	18
412050	A91	3
412060	A279	1
412060	A300	2
412060	B380	31
412060	B430	3
412065	A90	13
412065	A91	1
412070	B441	10
412080	A278	1
412080	A303	1
412085	A90	4
412090	A91	1
412100	B441	1
412110	A90	1
412120	A303	1
412120	B371	1
412120	B402	1
412120	B441	5
412125	A90	2
412130	A279	1
412140	A90	14
412140	A91	1
412140	B402	1
412190	A90	7
412190	B573	2
412215	A90	1
412215	B402	2
412220	A279	1
412220	B690	1
412230	A308	2
412230	A309	1
412230	B371	2
412230	B390	1
412230	B402	1
412230	B441	3
412240	A300	1
412240	A303	1
412240	A308	1
412240	A90	18
412240	B432	1
412240	B698	1
412265	B441	1
412340	A90	13
412350	A91	1
412360	A90	2
412360	B390	2
412370	A90	22
412380	A90	1
412382	B779	1
412390	A90	6
412405	A90	1
412405	A91	1
412405	B450	1
412410	A300	6
412410	A305	1
412410	A308	2
412410	A309	1
412410	A90	47
412450	A90	3
412470	B390	1
412535	A90	2
412540	B390	1
412550	A270	1
412550	A278	3
412550	A279	22
412550	A305	1
412550	A90	1
412550	B379	1
412550	B402	1
412550	B770	1
412550	B778	1
412550	B779	1
412555	A90	1
412560	B49	1
412570	A309	1
412570	A90	18
412575	A90	6
412590	B402	1
412625	A308	1
412625	A90	83
412625	A91	1
412625	B690	1
412630	A91	1
412630	B829	1
412635	A279	1
412635	A90	2
412635	A91	1
412640	A279	1
412640	A90	1
412650	A270	1
412650	A90	47
412650	A91	1
412660	B572	1
412667	A270	1
412667	A278	3
412667	A90	1
412680	A90	15
412710	B49	1
412720	A90	20
412740	A90	1
412750	B400	1
412770	A309	1
412770	A90	4
412780	A90	4
412780	A91	2
412780	B572	1
412790	A279	2
412790	A90	1
412795	A90	11
412800	A90	3
412810	A300	2
412810	A820	1
412810	A90	38
412810	B370	1
412810	B551	1
412820	A279	1
412820	A90	1
412820	B350	1
412820	B659	1
412820	B779	1
412853	A270	1
412863	B680	1
412865	B402	1
412865	B92	1
412870	A90	1
412880	A90	1
420910	A305	2
510340	A90	1
510792	A90	1
220209	B460	4
220327	B460	1
220595	A90	1
220595	B368	1
221070	B460	1
230380	B92	1
230730	A90	1
250010	A90	6
250010	B460	1
250300	A90	1
250750	A308	1
250750	A90	1
250750	B460	1
250900	A90	10
250940	A820	1
250990	A90	1
251120	B49	1
251230	A90	1
251230	B479	1
251335	A90	1
251350	A90	1
251410	A90	1
251455	A90	1
251660	A300	1
251700	A90	2
251700	A91	1
260005	A300	3
260005	A305	1
260005	A308	2
260005	A309	2
260005	A820	2
260005	A90	21
260005	A91	11
260005	B460	40
260005	B551	5
260010	A300	12
260010	A308	1
260010	A90	174
260010	A91	1
260010	B368	2
260010	B441	1
260010	B460	8
260010	B551	1
260010	B650	2
260020	A90	3
260020	B460	1
260020	B573	1
260030	A90	8
260040	A278	1
260040	A279	8
260040	A90	11
260040	A91	2
260040	B460	7
260040	B551	1
260050	A300	1
260050	A820	1
260050	A90	1
260050	B460	2
260050	B551	2
260050	B559	1
260060	A90	3
260060	B573	1
260070	A90	6
260070	A91	1
260070	B460	9
260070	B658	1
260080	A279	1
260080	B460	2
260090	A300	1
260090	A309	1
260090	A90	12
260090	B370	1
260090	B419	1
260090	B460	8
260090	B552	1
260100	A90	2
260100	B460	1
260100	B651	2
260105	A309	2
260105	A820	1
260105	A90	5
260105	A91	4
260105	B460	4
260105	B551	1
260110	A300	13
260110	A308	1
260110	A309	5
260110	A90	17
260110	B368	33
260110	B460	122
260110	B550	1
260110	B551	1
260120	A300	17
260120	A90	39
260120	A91	15
260120	B460	14
260120	B573	2
260120	B575	2
260130	A270	1
260130	A279	2
260130	A90	2
260140	A279	2
260140	A300	1
260140	A90	9
260140	A91	2
260140	B370	2
260140	B460	22
260140	B573	2
260150	A90	1
260150	B459	2
260150	B460	1
260160	A90	1
260160	B460	1
260170	A279	3
260170	A300	1
260170	A309	1
260170	A90	37
260170	A91	1
260170	B402	2
260170	B440	1
260170	B460	8
260170	B551	1
260180	A90	4
260180	B551	2
260190	A820	1
260190	A90	16
260190	A91	1
260190	B460	15
260190	B573	1
260200	A308	1
260200	A90	13
260200	B550	2
260200	B551	2
260210	A90	5
260210	B402	2
260210	B460	1
260210	B551	1
260210	B658	1
260220	A300	1
260220	A820	1
260220	A90	6
260220	A91	2
260220	B392	2
260220	B460	9
260220	B658	1
260230	A90	1
260230	B432	1
260230	B460	6
260230	B658	1
260240	A90	1
260250	A90	3
260260	A90	4
260260	B459	2
260260	B460	2
260260	B551	1
260270	B460	4
260280	A300	16
260280	A90	3
260280	B460	4
260280	B690	1
260290	A279	10
260290	A300	4
260290	A303	1
260290	A309	2
260290	A820	1
260290	A90	44
260290	A91	23
260290	B460	61
260290	B650	1
260290	B658	1
260300	A309	1
260300	A90	2
260300	B460	1
260310	A91	1
260310	B460	1
260320	A90	5
260320	A91	1
260320	B460	1
260320	B551	1
260330	A90	2
260330	B460	1
260340	A90	15
260340	A91	1
260345	A279	4
260345	A300	6
260345	A305	1
260345	A308	2
260345	A820	3
260345	A90	65
260345	A91	39
260345	B370	1
260345	B419	1
260345	B451	1
260345	B459	1
260345	B460	138
260345	B573	1
260345	B830	5
260345	B92	1
260350	A279	1
260350	A90	6
260350	A91	1
260350	B460	1
260360	B459	1
260360	B460	2
260370	A90	2
260370	B460	2
260380	A90	6
260380	B460	1
260380	B551	1
260390	A300	3
260390	A90	35
260390	B460	2
260390	B830	1
260392	A90	4
260392	B460	1
260392	B550	1
260392	B551	1
260400	A279	1
260400	A300	4
260400	A305	1
260400	A309	4
260400	A90	33
260400	A91	1
260400	B460	21
260400	B551	2
260400	B658	1
260410	A278	1
260410	A279	2
260410	A300	4
260410	A820	1
260410	A90	50
260410	A91	4
260410	B378	1
260410	B459	1
260410	B460	20
260410	B49	1
260410	B550	2
260410	B551	2
260410	B552	1
260410	B573	1
260410	B651	1
260415	A90	6
260415	B460	3
260420	A820	1
260420	A90	3
260420	B460	6
260420	B659	2
260440	A279	2
260440	A90	5
260440	B371	1
260440	B460	4
260440	B551	1
260440	B830	1
260450	A90	4
260450	A91	1
260450	B460	4
260460	A300	1
260460	A308	3
260460	A90	10
260460	A91	4
260460	B460	7
260470	A309	3
260470	A90	6
260470	B92	1
260480	A90	6
260480	B460	2
260490	A820	1
260490	B550	1
260490	B551	1
260500	A300	1
260500	A90	1
260500	B460	1
260510	A279	1
260510	A300	1
260510	A90	22
260510	A91	1
260510	B460	1
260510	B573	1
260515	A90	9
260515	A91	3
260515	B460	1
260520	A300	3
260520	A305	1
260520	A90	8
260520	A91	4
260520	B420	1
260520	B460	28
260520	B573	2
260520	B651	1
260520	B658	1
260530	A90	28
260540	A90	4
260540	B460	3
260540	B658	1
260545	A90	2
260545	A91	2
260550	A90	2
260550	B460	3
260550	B573	1
260560	A300	1
260560	A90	9
260570	A90	35
260570	A91	2
260570	B382	1
260570	B550	1
260570	B92	1
260580	A90	3
260580	B460	1
260590	A300	1
260590	A90	6
260590	A91	3
260590	B460	5
260590	B651	2
260600	A279	2
260600	A820	2
260600	A90	13
260600	A91	4
260600	B460	6
260600	B551	1
260600	B92	1
260610	A90	7
260610	A91	1
260610	B460	13
260610	B550	1
260610	B551	1
260620	A300	1
260620	A305	1
260620	A309	5
260620	A90	22
260620	A91	5
260620	B370	3
260620	B460	9
260620	B551	1
260620	B830	1
260630	A90	9
260640	A279	2
260640	A305	1
260640	A90	32
260640	A91	4
260640	B379	1
260640	B460	14
260640	B658	2
260640	B659	1
260640	B779	1
260640	B92	2
260650	B658	1
260660	A300	3
260660	A90	3
260660	B460	2
260670	A90	3
260670	B460	3
260670	B551	2
260680	A279	1
260680	A305	1
260680	A308	1
260680	A309	1
260680	A820	1
260680	A90	21
260680	A91	9
260680	B460	54
260680	B559	1
260680	B92	1
260690	A300	4
260690	A90	26
260690	A91	1
260700	A91	1
260700	B460	3
260710	A90	21
260710	A91	1
260720	A300	5
260720	A305	1
260720	A309	2
260720	A90	9
260720	A91	6
260720	B368	1
260720	B460	47
260720	B651	1
260730	A90	4
260730	B368	1
260730	B460	1
260730	B653	1
260740	A90	4
260740	B451	1
260750	A279	1
260750	A300	1
260750	A90	7
260750	A91	2
260750	B392	4
260750	B460	1
260760	A300	1
260760	A90	8
260760	A91	3
260760	B460	9
260760	B830	1
260765	A820	1
260765	A90	11
260765	A91	2
260765	B460	1
260765	B651	1
260770	A300	1
260770	A90	1
260775	A90	3
260775	A91	7
260775	B460	12
260780	A309	1
260780	A90	4
260780	A91	2
260780	B370	3
260780	B460	6
260790	A279	15
260790	A300	20
260790	A305	1
260790	A308	1
260790	A309	16
260790	A820	11
260790	A90	260
260790	A91	99
260790	B451	1
260790	B460	479
260790	B551	5
260790	B651	2
260790	B830	1
260790	B92	1
260795	A300	1
260795	A90	1
260795	A91	1
260795	B460	1
260795	B551	2
260800	A279	1
260800	A90	3
260800	B460	1
260805	A90	3
260805	A91	3
260805	B460	2
260805	B92	1
260810	A820	1
260810	A90	10
260810	A91	3
260810	B392	1
260810	B460	4
260810	B551	1
260810	B690	1
260820	A90	6
260825	B460	2
260830	A300	2
260830	A90	2
260830	B460	1
260830	B551	1
260845	A90	6
260845	A91	3
260845	B460	5
260850	A820	1
260850	A90	5
260850	A91	2
260850	B460	10
260850	B551	2
260850	B552	1
260850	B659	1
260870	A279	1
260870	A90	4
260870	A91	1
260870	B460	2
260875	A90	6
260875	B550	1
260875	B551	1
260875	B690	1
260880	A90	4
260880	A91	1
260880	B460	3
260880	B573	1
260890	A308	1
260890	A90	20
260890	A91	1
260890	B350	1
260890	B460	11
260890	B551	1
260890	B658	1
260900	A820	1
260900	A90	1
260900	B460	4
260900	B572	1
260910	A90	2
260910	B460	2
260910	B658	1
260915	A90	1
260915	B370	1
260915	B460	2
260920	B460	2
260930	A90	32
260930	A91	3
260940	A279	2
260940	A300	1
260940	A90	82
260940	A91	1
260940	B460	27
260940	B551	2
260950	A300	1
260950	A90	3
260950	A91	3
260950	B460	11
260960	A279	10
260960	A300	8
260960	A301	1
260960	A305	5
260960	A309	7
260960	A820	9
260960	A90	177
260960	A91	86
260960	B459	3
260960	B460	291
260960	B573	4
260960	B650	1
260960	B830	2
260970	A90	1
260970	A91	1
260970	B460	1
260970	B659	1
260980	A90	1
260980	B460	1
260990	A309	1
260990	A90	136
260990	A91	2
260990	B460	1
261000	A279	5
261000	A90	36
261000	A91	5
261000	B358	1
261000	B460	11
261000	B551	3
261000	B559	1
261000	B651	1
261000	B659	1
261000	B830	1
261020	A300	1
261020	A90	7
261020	B401	1
261020	B460	1
261030	B460	1
261040	A300	1
261040	A90	11
261040	B559	1
261050	A305	1
261050	A90	6
261050	B460	1
261050	B551	1
261060	A279	2
261060	A300	1
261060	A90	15
261060	A91	2
261060	B460	18
261060	B651	2
261060	B658	2
261060	B659	6
261060	B780	1
261060	B829	1
261060	B830	1
261060	B92	1
261070	A279	5
261070	A300	7
261070	A305	7
261070	A309	12
261070	A820	6
261070	A90	104
261070	A91	56
